date,rf_dly,mktrf,VMG,SMB,PMO
20040428,0.0074,-0.41,-0.5,0.57,0.35
20040429,0.0074,-1.87,-0.12,-0.02,0.53
20040430,0.0074,0.82,1.07,-0.96,-0.28
20040510,0.0105,-2.33,-0.05,0.51,0.02
20040511,0.0105,0.53,-0.41,-0.09,0.63
20040512,0.0105,2.32,-0.25,0.37,-0.34
20040513,0.0105,-0.41,-0.07,0.11,-0.41
20040514,0.0105,-2.29,-0.28,0.28,-0.1
20040517,0.0105,-1.34,-1.21,0.87,-0.78
20040518,0.0105,1.03,-0.76,0.69,0.31
20040519,0.0105,0.14,0.08,0.32,0.38
20040520,0.0105,-0.7,0.41,-0.18,0.17
20040521,0.0105,0.64,0.6,-0.26,0.34
20040524,0.0105,-0.56,0.67,-0.14,0.43
20040525,0.0105,-2.12,0.36,-0.93,0.37
20040526,0.0105,0.42,0.09,-0.25,0.06
20040527,0.0105,2.22,-0.28,0.02,-0.05
20040528,0.0105,-0.54,0.06,0.06,0.09
20040531,0.0105,0.44,-0.06,-0.01,-0.13
20040601,0.0074,1.48,-0.11,0.39,0.06
20040602,0.0074,-0.89,-0.83,0.72,0.35
20040603,0.0074,-1.56,0.26,-0.31,0.24
20040604,0.0074,-0.08,-0.57,0.09,-0.19
20040607,0.0074,-1.56,0.11,-0.13,-0.16
20040608,0.0074,-1.51,-0.1,0.11,-0.09
20040609,0.0074,-1.88,2.23,-1,0.14
20040610,0.0074,0.17,0.86,-0.66,-0.12
20040611,0.0074,0.22,-0.35,0.09,-0.09
20040614,0.0074,-2.29,0.77,-0.87,-0.29
20040615,0.0074,1.75,-0.7,0.19,0.55
20040616,0.0074,0.8,0.72,-0.39,-0.65
20040617,0.0074,-2.09,-0.24,0.19,-0.21
20040618,0.0074,-1.17,-0.71,0.63,0.67
20040621,0.0074,0.5,-0.75,0.91,0.34
20040622,0.0074,1.19,-0.03,0.02,-0.11
20040623,0.0074,-0.81,-0.08,-0.21,-0.13
20040624,0.0074,-0.98,0.16,0.3,0.63
20040625,0.0074,-1.73,1.01,-0.85,0.03
20040628,0.0074,-1.12,1.66,-0.83,-0.18
20040629,0.0074,1.61,1.58,-0.93,0.02
20040630,0.0074,-0.61,0.7,-0.74,-0.23
20040701,0.0076,3.06,-0.41,0.3,-0.61
20040702,0.0076,0.04,0.43,0.02,-0.14
20040705,0.0076,0.2,-0.15,-0.27,0.21
20040706,0.0076,0.4,-0.07,0.33,-0.35
20040707,0.0076,-0.82,0.31,-0.29,0.38
20040708,0.0076,0.1,0.19,0,-0.11
20040709,0.0076,-0.57,0.28,-0.1,0.45
20040712,0.0076,-2.23,1,-0.61,0.66
20040713,0.0076,0.2,0.65,-0.06,0.28
20040714,0.0076,0.32,1.49,-1.34,0.5
20040715,0.0076,1.37,0.74,-0.41,-0.22
20040716,0.0076,2.46,-0.75,0.67,-0.68
20040719,0.0076,0.13,0.29,0.12,0.07
20040720,0.0076,-0.65,0.09,0.23,0.37
20040721,0.0076,0.05,-0.04,0.05,0.08
20040722,0.0076,-2.75,-0.83,0.22,-0.2
20040723,0.0076,0.05,-0.17,0.38,-0.72
20040726,0.0076,-1.35,0.44,-0.11,0.35
20040727,0.0076,-0.3,0.2,-0.32,0.17
20040728,0.0076,0.35,-0.06,0.3,-0.39
20040729,0.0076,1.33,-0.49,0.2,-0.2
20040730,0.0076,-1.54,-0.01,-0.33,0.39
20040802,0.0076,-0.96,-0.06,-0.1,0.56
20040803,0.0076,-0.65,-0.62,0.78,0.66
20040804,0.0076,2.76,0.32,-0.18,-0.29
20040805,0.0076,-1.17,0.04,0.15,0.46
20040806,0.0076,0.01,1.13,-0.27,0.18
20040809,0.0076,0.41,0.44,-0.54,-0.27
20040810,0.0076,0.34,-0.19,0.09,0.34
20040811,0.0076,-1.1,0.18,-0.29,0.13
20040812,0.0076,-1.2,0.37,-0.59,-0.11
20040813,0.0076,0.07,0.46,0.11,-0.02
20040816,0.0076,-0.96,1.4,-0.62,-0.3
20040817,0.0076,0.4,0.29,-0.4,0.09
20040818,0.0076,-0.15,0.58,-0.29,0.15
20040819,0.0076,-1.33,1.14,-0.77,-0.23
20040820,0.0076,0.04,0.62,0.25,0.43
20040823,0.0076,-1.17,-0.45,0.71,0.35
20040824,0.0076,1.41,-0.62,0.91,0.62
20040825,0.0076,-0.42,-0.34,-0.14,0.23
20040826,0.0076,-0.41,0.95,-0.58,-0.03
20040827,0.0076,-1.06,0.41,-0.03,0.03
20040830,0.0076,-0.1,-0.19,0.35,0.32
20040831,0.0076,1.73,-0.87,0.46,0.07
20040901,0.0074,-1.51,-0.2,-0.12,0.11
20040902,0.0074,0.5,-0.81,1.23,-0.48
20040903,0.0074,-0.12,-0.07,0.18,0.52
20040906,0.0074,-0.4,-0.26,0.42,0.08
20040907,0.0074,0.2,-0.23,-0.18,-0.01
20040908,0.0074,-1.07,-0.24,0.52,-0.33
20040909,0.0074,-1.96,0.11,-0.06,0.32
20040910,0.0074,0.2,-0.12,-0.23,-0.04
20040913,0.0074,-2.19,0.49,-0.23,0.37
20040914,0.0074,3.14,-0.41,0.41,-0.32
20040915,0.0074,4.23,-0.72,0.75,-0.22
20040916,0.0074,1.11,0.11,0.06,-0.19
20040917,0.0074,3.22,0.22,-0.04,-0.19
20040920,0.0074,3.52,-0.82,0.58,-0.7
20040921,0.0074,-0.76,0.19,0.54,-0.86
20040922,0.0074,-1.95,0.47,-0.32,-0.04
20040923,0.0074,3.2,0.73,-0.56,-0.36
20040924,0.0074,-1.89,1.15,-0.89,0.36
20040927,0.0074,-0.52,1.73,-0.65,0.22
20040928,0.0074,0.67,0.63,-0.05,0.22
20040929,0.0074,-1.08,0.76,-0.23,0.12
20040930,0.0074,-1.64,0.8,-0.56,-0.1
20041008,0.0106,2.05,-0.45,0.82,-0.98
20041011,0.0106,-0.54,-0.38,1.13,0.09
20041012,0.0106,-2.03,0.1,0.54,0.34
20041013,0.0106,0.17,-0.25,0.17,0.2
20041014,0.0106,-4.02,1.21,-1.54,1.26
20041015,0.0106,-0.18,0.48,-0.46,0.4
20041018,0.0106,0.35,-0.08,0.39,0.24
20041019,0.0106,0.17,-0.01,-0.25,-0.69
20041020,0.0106,-0.41,1.09,-0.8,0.39
20041021,0.0106,-1.35,1.31,-0.71,0.04
20041022,0.0106,1.27,1.95,-1.04,0.16
20041025,0.0106,-1.45,0.05,0.66,-0.29
20041026,0.0106,1.04,0.48,0.54,-0.26
20041027,0.0106,1.27,-0.74,1.24,0.36
20041028,0.0106,-0.04,-0.69,-0.79,0.11
20041029,0.0106,-1.68,0.21,-0.62,0.52
20041101,0.0083,-1.12,-0.14,0.12,0.79
20041102,0.0083,-0.4,-0.28,0.32,-0.23
20041103,0.0083,1.86,-0.41,0.58,-0.3
20041104,0.0083,-1.83,0.54,-0.32,1.26
20041105,0.0083,0.01,-0.12,0.26,0.17
20041108,0.0083,0.01,-0.04,0.17,-0.35
20041109,0.0083,0.26,-0.17,0.21,-0.16
20041110,0.0083,3.64,-0.63,0.23,-0.97
20041111,0.0083,-0.59,-0.73,0.5,0.34
20041112,0.0083,0.33,0.03,0,0.31
20041115,0.0083,1.32,0.27,0.1,0.29
20041116,0.0083,-0.04,0.39,-0.18,0.09
20041117,0.0083,-0.99,-0.06,0.05,-0.22
20041118,0.0083,0.95,-0.18,0.53,-0.21
20041119,0.0083,0.77,-0.27,0.3,0.72
20041122,0.0083,0.23,-1.03,1.05,0.1
20041123,0.0083,-0.9,-1.15,1.21,0.3
20041124,0.0083,-0.87,1.03,-1.08,0.04
20041125,0.0083,-0.11,0.59,-0.66,0.36
20041126,0.0083,0,-0.19,0.52,0.17
20041129,0.0083,-1.42,0.29,-0.35,0.06
20041130,0.0083,0.2,-0.6,0.4,0.14
20041201,0.0082,-0.49,-0.11,0.33,-0.07
